,Solution capacity total,13004,7759,11238,9408,11987,7934,9336,9588,10369,13492,10239,10896,12899,6556,10293,10699,11131,9997,7324,9653,10805,11874,9642,9116,10646,11797,11056,10085,10133,11745,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,9026,10717,10197,10313,9789,7631,11299,13395,10447,10360,8577,11143,12286,11703,11406,8583,8466,8099,10571,10956,13390,8511,9460,10606,8524,12106,11426,10535,11425,8866,
,Demand is Off By:,3692,1727,2328,1525,2555,4460,1652,680,798,1193,3214,1374,1306,0,2351,3686,3571,3296,3151,1861,37,3585,2642,1060,2707,1041,1027,638,1096,3889,


,Solution capacity total,12964,10564,11907,9950,11144,9213,9607,10285,11594,11463,9770,11577,9569,10554,12886,9747,10511,12039,11559,10061,9833,11060,9827,9744,10794,9377,10959,12308,11418,11934,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,12426,10780,10846,11277,9898,11975,10450,14306,8797,9390,9548,12101,12110,11652,13514,11304,12193,12722,13980,10348,14142,11129,10614,10133,11055,12611,10275,11217,12250,11074,
,Demand is Off By:,292,1664,1679,561,2446,116,2501,0,2448,2163,2243,416,1482,47,243,965,0,0,0,2469,0,967,1488,1533,176,536,2178,0,271,1681,


,Solution capacity total,10008,10654,9814,11119,13849,9726,10011,10340,11734,8919,10728,10458,8058,6911,10620,10153,10181,12802,9282,10138,10265,9423,10231,11126,10874,9418,10680,9623,11830,11995,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11809,10103,11125,12607,10469,11695,12019,11523,9908,11438,7852,11727,10305,11360,12758,10034,10389,8323,13157,12779,13671,10494,9943,9722,6686,11367,10543,11043,9595,12766,
,Demand is Off By:,909,2341,1400,0,1875,396,932,2552,1337,115,3939,790,3287,339,999,2235,1648,3072,565,38,0,1602,2159,1944,4545,1780,1910,130,2926,0,


,Solution capacity total,10638,12083,10456,9599,10684,11057,9758,9771,12606,10439,9577,9357,12630,10753,11857,10161,10822,8957,9350,9082,11033,10540,9551,9609,8457,10553,11624,10789,10434,10746,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,9769,10813,8765,9303,10499,9670,10644,10618,8693,8410,9178,12493,11890,11594,11444,9819,7619,7830,13042,11874,11597,9299,10038,10524,8690,10618,11605,8133,9647,9572,
,Demand is Off By:,2949,1631,3760,2535,1845,2421,2307,3457,2552,3143,2613,24,1702,105,2313,2450,4418,3565,680,943,1830,2797,2064,1142,2541,2529,848,3040,2874,3183,


,Solution capacity total,10961,10721,9944,10489,14053,10463,12033,10749,12648,13300,10032,10666,12990,9725,12551,10226,10826,11470,9598,11071,10414,12280,12558,12205,9541,10344,11287,10977,9777,11382,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11186,12046,10293,11463,12650,14212,12358,14405,10356,10020,11651,11881,14619,10474,12988,10947,10469,9882,13320,13323,14357,12017,11716,11797,12035,10805,10503,10529,11027,9683,
,Demand is Off By:,1532,398,2232,375,0,0,593,0,889,1533,140,636,0,1225,769,1322,1568,1513,402,0,0,79,386,0,0,2342,1950,644,1494,3072,


,Solution capacity total,11395,9671,9798,10606,11176,9975,11637,9755,11901,11480,9747,11940,10135,8313,12910,9395,8118,11565,8645,9340,10171,11066,10462,9220,6798,8356,10333,9601,9373,11498,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11604,9874,10298,14529,9525,10458,10477,13101,10714,8063,9731,9811,9932,9212,13223,10817,10242,12861,11692,11031,11594,11260,8710,9464,9108,12152,8879,9986,7762,12114,
,Demand is Off By:,1114,2570,2227,0,2819,1633,2474,974,531,3490,2060,2706,3660,2487,534,1452,1795,0,2030,1786,1833,836,3392,2202,2123,995,3574,1187,4759,641,


,Solution capacity total,10628,8687,9327,9808,13468,9157,11655,10161,11509,11310,10420,12815,12444,9072,12752,11302,10120,11977,10225,9404,9098,11050,12458,11336,7988,10850,11605,12305,11425,13052,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10322,12945,11910,11410,11526,11185,10031,13949,9397,11509,9892,11134,12091,6229,11486,10733,8430,10654,12966,9391,11549,10893,12206,10402,11628,11166,11727,8848,10820,12487,
,Demand is Off By:,2396,0,615,428,818,906,2920,126,1848,44,1899,1383,1501,5470,2271,1536,3607,741,756,3426,1878,1203,0,1264,0,1981,726,2325,1701,268,


,Solution capacity total,13054,10926,10114,12067,13455,11108,9544,11246,13011,12233,11184,11169,13009,10555,12172,11142,11862,11776,9638,10266,9888,11619,12823,12769,9998,10434,10173,10332,11000,12214,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,12315,10662,11911,10040,8937,10217,11258,13315,7091,10874,11065,11587,11447,10565,13231,9908,12314,10174,12510,11889,12095,12840,10247,10102,10123,11648,12278,11408,13327,12434,
,Demand is Off By:,403,1782,614,1798,3407,1874,1693,760,4154,679,726,930,2145,1134,526,2361,0,1221,1212,928,1332,0,1855,1564,1108,1499,175,0,0,321,


,Solution capacity total,9864,11894,10454,8761,11204,12039,10468,11371,11050,10017,11119,10252,10488,7453,11133,10639,7522,11983,9956,9673,9298,8401,10514,10830,9630,11898,8315,10013,10173,9960,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,9732,10148,9510,8434,10347,10149,10428,11229,8870,9011,8522,10795,12095,9609,11170,8163,8637,7595,11312,10093,10424,9748,9860,9704,8786,11380,9589,8314,10835,10512,
,Demand is Off By:,2986,2296,3015,3404,1997,1942,2523,2846,2375,2542,3269,1722,1497,2090,2587,4106,3400,3800,2410,2724,3003,2348,2242,1962,2445,1767,2864,2859,1686,2243,


,Solution capacity total,12790,11812,9210,11987,11733,10042,10033,9235,11345,8402,9775,9941,10052,9575,10264,11108,11054,12674,10489,10736,12217,9332,10105,9586,9020,12143,9470,12375,8927,7749,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10761,10219,9069,6867,9773,7929,11470,9796,9688,10744,7767,10346,11274,11803,10766,10467,9612,8305,9412,8629,9351,9565,9821,8677,8323,9480,10841,9867,10566,10295,
,Demand is Off By:,1957,2225,3456,4971,2571,4162,1481,4279,1557,809,4024,2171,2318,0,2991,1802,2425,3090,4310,4188,4076,2531,2281,2989,2908,3667,1612,1306,1955,2460,


,Solution capacity total,12379,12361,8909,12018,13722,10080,10369,10869,12367,13492,10688,11095,12702,9663,10349,10307,10757,11007,10855,8753,9748,9615,9796,11112,7397,9303,9894,11403,10502,11110,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11526,10072,9963,7750,8213,8879,9998,10219,7706,8938,9841,9849,10346,9492,11668,9844,10478,9804,13101,9842,8446,11300,8497,8465,7757,7919,10012,9426,9378,9513,
,Demand is Off By:,1192,2372,2562,4088,4131,3212,2953,3856,3539,2615,1950,2668,3246,2207,2089,2425,1559,1591,621,2975,4981,796,3605,3201,3474,5228,2441,1747,3143,3242,


,Solution capacity total,10795,8441,10568,10562,10313,9506,10635,12097,9801,9106,7232,11603,8903,7868,8472,8320,12207,12176,9152,9332,12266,10212,10964,8102,8808,11906,9835,9109,8190,9300,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11627,10088,10599,9600,9745,10186,10234,10111,9421,9543,9032,10249,12069,6503,11966,11527,9291,9573,9896,9910,11413,9306,8694,10673,8519,10504,10346,9560,9629,11331,
,Demand is Off By:,1091,2356,1926,2238,2599,1905,2717,3964,1824,2010,2759,2268,1523,5196,1791,742,2746,1822,3826,2907,2014,2790,3408,993,2712,2643,2107,1613,2892,1424,


,Solution capacity total,12460,11437,9398,10044,10195,11765,9987,11601,11896,12797,9574,10643,12392,8447,9338,8244,11578,12964,11252,8864,10374,10073,12004,10482,7869,10069,11480,12486,11838,10784,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10357,11988,12531,7995,10846,11102,13175,12707,9137,10693,12193,9220,11651,7682,12111,11376,12301,10974,10155,11385,9693,10429,12205,10522,10982,10859,13663,8172,12053,11712,
,Demand is Off By:,2361,456,0,3843,1498,989,0,1368,2108,860,0,3297,1941,4017,1646,893,0,421,3567,1432,3734,1667,0,1144,249,2288,0,3001,468,1043,


,Solution capacity total,13132,11594,7821,11066,12381,11000,12190,10726,11361,12807,11060,12649,11684,10088,11154,11014,10655,11756,10455,11657,10100,11181,11094,12095,8222,11656,10743,10651,11273,12163,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10890,9261,12016,9210,9848,11271,13540,11236,11267,10643,12663,10360,12958,8748,12072,11533,11824,11626,12784,10958,10711,10035,10619,10037,11994,11746,10733,9394,11201,10341,
,Demand is Off By:,1828,3183,509,2628,2496,820,0,2839,0,910,0,2157,634,2951,1685,736,213,0,938,1859,2716,2061,1483,1629,0,1401,1720,1779,1320,2414,


,Solution capacity total,12432,10112,9604,8164,11653,10225,10673,10608,12612,13266,10367,11749,9563,10096,10387,11110,11145,12777,11251,8695,10168,11405,13085,9809,8876,11090,8909,12230,9384,13068,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11696,9914,10453,11370,11018,8336,12301,11783,10764,13242,12111,11880,12222,6859,12099,10447,10630,9390,12890,11025,11241,9515,9210,9263,11124,12799,11178,11601,11299,12618,
,Demand is Off By:,1022,2530,2072,468,1326,3755,650,2292,481,0,0,637,1370,4840,1658,1822,1407,2005,832,1792,2186,2581,2892,2403,107,348,1275,0,1222,137,


,Solution capacity total,11424,10235,11288,9331,13399,6132,10809,9596,10459,11966,11062,11023,11840,8085,9890,10484,10099,12077,9790,9701,10860,10719,10948,10556,7610,10160,11860,9380,11030,12522,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10024,9981,10087,10000,10445,11930,9691,13009,9226,11389,7665,10686,12237,9503,10846,11209,10774,8502,10480,10504,11225,9933,10113,8769,10158,10149,10662,10362,9563,11143,
,Demand is Off By:,2694,2463,2438,1838,1899,161,3260,1066,2019,164,4126,1831,1355,2196,2911,1060,1263,2893,3242,2313,2202,2163,1989,2897,1073,2998,1791,811,2958,1612,


,Solution capacity total,8187,8710,6009,12326,10961,8631,8703,9403,11623,9419,8906,12537,11573,9128,9745,8707,7552,10376,9153,8677,11032,7735,9335,10271,7222,9465,9856,8986,8727,10908,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11239,7775,9657,9058,9721,9954,9470,9633,9081,7741,9219,8818,11289,9811,10323,9400,7991,9293,9300,10692,9639,10133,9813,6895,9278,8052,8176,8072,10206,9975,
,Demand is Off By:,1479,4669,2868,2780,2623,2137,3481,4442,2164,3812,2572,3699,2303,1888,3434,2869,4046,2102,4422,2125,3788,1963,2289,4771,1953,5095,4277,3101,2315,2780,


,Solution capacity total,12816,10992,10386,12188,12609,9821,9849,10443,10980,10843,10636,12840,11154,10351,10994,11704,11678,10963,9613,10550,12156,9864,13060,10229,9802,9951,10830,10275,10829,12919,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,12120,11877,11068,11256,7954,9514,10783,10880,9302,9458,9621,10577,9652,11603,13006,9676,8888,12027,11679,9786,11735,9457,12239,9958,10868,11899,9745,9991,12748,9425,
,Demand is Off By:,598,567,1457,582,4390,2577,2168,3195,1943,2095,2170,1940,3940,96,751,2593,3149,0,2043,3031,1692,2639,0,1708,363,1248,2708,1182,0,3330,


,Solution capacity total,10982,9608,7332,11518,12440,10789,10359,9986,12751,12072,7771,12004,10244,8589,9872,10508,8257,10533,11473,9816,10423,8653,12504,10114,9961,11762,9640,11219,9402,13048,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,9538,9697,11260,12869,11055,10458,10425,13744,10631,9732,9347,11164,11901,9817,12837,9898,7548,10111,9798,12905,10868,9915,9109,9027,11535,11385,9576,9837,12385,13183,
,Demand is Off By:,3180,2747,1265,0,1289,1633,2526,331,614,1821,2444,1353,1691,1882,920,2371,4489,1284,3924,0,2559,2181,2993,2639,0,1762,2877,1336,136,0,


,Solution capacity total,12330,10331,9972,10851,12294,9229,10868,9073,10568,13316,8601,10517,9835,9788,12636,10230,11812,12647,8476,11256,9427,11204,10718,12876,10632,9952,10221,8726,9681,12993,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10313,9013,10011,11147,11115,10352,12364,13189,10685,7961,10876,13178,11152,9793,12907,10315,10250,10776,14761,11813,13360,9404,11053,11219,9190,12572,11511,10193,10410,11842,
,Demand is Off By:,2405,3431,2514,691,1229,1739,587,886,560,3592,915,0,2440,1906,850,1954,1787,619,0,1004,67,2692,1049,447,2041,575,942,980,2111,913,


,Solution capacity total,12928,11508,10642,10916,12943,11489,10616,9449,11043,11974,8450,11717,12974,10124,12136,11746,10811,13486,9036,11849,9952,9906,11187,11605,10151,11526,8429,12004,8446,12560,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,8489,11778,11951,10945,11667,15515,13105,11954,11496,11226,10931,12861,11892,7850,11833,10759,11483,9842,12487,12726,12706,10563,12040,10491,9993,13917,11548,9214,10802,11653,
,Demand is Off By:,4229,666,574,893,677,0,0,2121,0,327,860,0,1700,3849,1924,1510,554,1553,1235,91,721,1533,62,1175,1238,0,905,1959,1719,1102,


,Solution capacity total,9205,10949,9228,11832,10512,12009,12143,10862,8618,8092,8586,10523,7246,9389,8931,8916,9568,11561,7657,9169,10375,9310,10804,11822,8590,10749,8464,10740,10436,10621,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11558,7468,8607,11451,10826,10239,10770,9810,9137,8746,9091,8388,12243,11253,11437,10066,10087,9727,9875,9546,10506,11384,9640,10046,9470,10773,9179,8933,9301,12036,
,Demand is Off By:,1160,4976,3918,387,1518,1852,2181,4265,2108,2807,2700,4129,1349,446,2320,2203,1950,1668,3847,3271,2921,712,2462,1620,1761,2374,3274,2240,3220,719,


,Solution capacity total,10375,9784,10549,8964,13855,10567,12071,11422,13027,10831,10105,10932,11965,7744,10853,9835,9986,12397,10679,11459,11668,11014,10235,12778,8202,10663,11712,11492,10582,11530,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10749,13192,11044,10657,12337,11045,10527,12792,10008,9738,10772,11262,12005,8414,11064,11769,9939,10110,12302,10235,12695,12583,11239,10314,8905,11042,11512,13120,11066,13256,
,Demand is Off By:,1969,0,1481,1181,7,1046,2424,1283,1237,1815,1019,1255,1587,3285,2693,500,2098,1285,1420,2582,732,0,863,1352,2326,2105,941,0,1455,0,


,Solution capacity total,11041,12336,11555,12285,13619,10453,10473,10802,9252,10346,10821,11041,10302,7376,9750,11361,10275,11433,11020,11263,10906,10456,10422,11365,10096,10201,10179,8996,9247,10655,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11937,8828,9313,9785,10943,9734,11147,14060,9510,10318,8799,10157,11944,9599,12036,9884,10216,9168,10382,9993,12531,11148,6864,8687,8884,11677,10347,11457,11370,11475,
,Demand is Off By:,781,3616,3212,2053,1401,2357,1804,15,1735,1235,2992,2360,1648,2100,1721,2385,1821,2227,3340,2824,896,948,5238,2979,2347,1470,2106,0,1151,1280,


,Solution capacity total,9633,11087,10502,9166,11362,9257,11572,10502,12095,13435,8978,11634,12570,9325,11915,11129,10782,10222,10348,9383,10552,12276,9908,11531,10506,10947,9794,7268,7603,11810,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,9015,10761,10518,10482,11391,9812,11174,11479,8593,8828,10817,11271,10999,9988,10609,10761,9427,9525,11637,11015,11336,10500,10558,7869,9433,10394,11878,9184,11465,10095,
,Demand is Off By:,3703,1683,2007,1356,953,2279,1777,2596,2652,2725,974,1246,2593,1711,3148,1508,2610,1870,2085,1802,2091,1596,1544,3797,1798,2753,575,1989,1056,2660,


,Solution capacity total,12396,10819,10103,12215,13191,8292,9237,10060,10398,12900,10654,12734,10059,9530,10980,8891,9547,12011,8087,9766,9617,12534,13133,10568,9724,9603,8643,9939,8166,11403,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10493,11196,12419,9512,12102,8721,11193,11907,10328,11103,10297,13117,13148,9500,9852,10959,10715,10266,12607,10006,12894,11030,10226,11381,9149,11718,11983,9943,12188,11292,
,Demand is Off By:,2225,1248,106,2326,242,3370,1758,2168,917,450,1494,0,444,2199,3905,1310,1322,1129,1115,2811,533,1066,1876,285,2082,1429,470,1230,333,1463,


,Solution capacity total,13118,10052,10295,11318,13188,12047,9389,10064,9281,9326,9130,10831,11552,7760,11927,10945,9406,12767,11569,11823,9012,9377,11134,12980,7594,9224,8759,10782,8177,10694,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11073,14158,12065,8588,10081,12546,10877,11390,10183,11242,8780,9587,11607,9962,12744,9581,10979,9419,11186,9452,10802,10011,9709,9320,7965,10983,9643,7665,11181,9638,
,Demand is Off By:,1645,0,460,3250,2263,0,2074,2685,1062,311,3011,2930,1985,1737,1013,2688,1058,1976,2536,3365,2625,2085,2393,2346,3266,2164,2810,3508,1340,3117,


,Solution capacity total,12437,12331,9786,11124,10338,11752,10605,11903,12426,11828,6860,10658,8481,10647,10827,9904,10917,10721,9787,9925,9909,10300,10855,9525,9860,10162,11108,9170,10110,10100,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11865,10394,12931,11168,10874,8350,11356,13551,11770,10036,10832,9679,11095,9833,13067,12207,9926,9492,11533,10980,8046,8982,10877,11062,9032,9941,10280,8597,10423,10938,
,Demand is Off By:,853,2050,0,670,1470,3741,1595,524,0,1517,959,2838,2497,1866,690,62,2111,1903,2189,1837,5381,3114,1225,604,2199,3206,2173,2576,2098,1817,


,Solution capacity total,13294,11380,9413,8256,10322,8694,11680,11089,9414,10527,10550,10050,10687,7297,12497,11721,8308,10460,9420,10250,9016,8504,12001,9426,9787,9776,12013,11016,11526,12914,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10877,10727,10522,10682,10064,9234,9309,12353,9208,8405,9350,9373,10689,10460,10451,9695,9567,10948,10784,11253,10984,11899,11692,7415,11647,9556,10046,10595,11567,10563,
,Demand is Off By:,1841,1717,2003,1156,2280,2857,3642,1722,2037,3148,2441,3144,2903,1239,3306,2574,2470,447,2938,1564,2443,197,410,4251,0,3591,2407,578,954,2192,


,Solution capacity total,10394,11701,9404,10180,11594,12036,10762,10655,11284,11927,8675,8479,10515,9323,10798,8419,10162,11302,11081,11504,10742,12249,9416,12639,9072,10307,9715,10464,7704,9603,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10256,9054,10961,8821,10844,9674,10596,9679,9820,9522,9618,9694,10431,10030,10000,9722,8299,9669,10921,10475,10283,10435,9393,8712,9633,10918,9206,7456,11431,8768,
,Demand is Off By:,2462,3390,1564,3017,1500,2417,2355,4396,1425,2031,2173,2823,3161,1669,3757,2547,3738,1726,2801,2342,3144,1661,2709,2954,1598,2229,3247,3717,1090,3987,


