Solution Capacity Totals,Capacity Right Coefficients (required val),Solution Demand totals,Demand Right Coefficients
,Solution capacity total,16036,15356,16139,14593,17787,14940,16614,13782,14044,14178,13930,15336,13261,11786,15788,14768,14720,16123,14115,14819,14019,13690,17228,16896,12075,15410,15206,14184,15602,16724,
,Capacity is Off By:,-2574,-2988,-4172,-2260,-3710,-2853,-4423,-1643,-992,-676,-2726,-2324,-206,-1004,-2869,-2728,-2061,-2446,-2406,-2963,-1627,-1131,-4013,-3848,-1135,-3072,-3104,-1671,-3691,-3644,
,Solution demand total,16211,17723,16933,14217,16311,13774,13941,16129,13409,15254,13679,12890,15409,14976,16298,16400,13372,12995,16420,15136,15893,13112,12217,15565,13945,14333,13667,15944,12815,14411,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16137,15973,12382,16266,13901,13860,12690,13808,15062,15495,13314,15813,14531,12924,14360,11819,13639,13975,14631,10067,14152,13001,15216,13534,10859,12853,13236,16850,12599,15865,
,Capacity is Off By:,-2675,-3605,-415,-3933,0,-1773,-499,-1669,-2010,-1993,-2110,-2801,-1476,-2142,-1441,0,-980,-298,-2922,0,-1760,-442,-2001,-486,0,-515,-1134,-4337,-688,-2785,
,Solution demand total,14437,13786,15976,13450,12375,14440,14845,16653,11484,13173,13776,12767,14078,13499,16194,13553,13122,13280,14775,14904,15334,14209,13077,13256,11836,14942,12674,11540,13936,13693,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,15238,13962,14925,14385,16339,15894,14754,13292,15992,14707,10410,12979,13288,13896,14332,12990,16382,15659,12489,13622,13479,13923,13929,16653,12949,13533,13609,15217,13166,13823,
,Capacity is Off By:,-1776,-1594,-2958,-2052,-2262,-3807,-2563,-1153,-2940,-1205,0,0,-233,-3114,-1413,-950,-3723,-1982,-780,-1766,-1087,-1364,-714,-3605,-2009,-1195,-1507,-2704,-1255,-743,
,Solution demand total,15472,15316,12678,15109,14474,14951,16507,18131,15946,11553,12967,16638,16622,13190,16246,13994,14773,13117,15737,16429,15623,12658,14003,13142,15007,14348,14211,13722,15765,16050,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,14188,13665,11854,15501,18569,14320,13049,12138,15005,13889,10619,11410,14379,13961,13070,10982,13978,14905,11662,14198,14184,12691,14623,16427,8679,14062,14849,15356,16278,14769,
,Capacity is Off By:,-726,-1297,0,-3168,-4492,-2233,-858,0,-1953,-387,0,0,-1324,-3179,-151,0,-1319,-1228,0,-2342,-1792,-132,-1408,-3379,0,-1724,-2747,-2843,-4367,-1689,
,Solution demand total,12918,13401,13012,14495,16129,13586,14498,15664,13110,12984,13297,13584,17681,13107,14601,12992,13892,11590,18050,12916,14750,13588,16496,13751,12565,14959,13183,12228,14710,15360,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,15525,17544,16163,15777,16796,15813,14821,15018,18165,16696,13067,15223,15023,13901,16569,14755,15958,16150,16050,14351,14216,17477,16685,15183,13150,13568,13326,16450,14324,14168,
,Capacity is Off By:,-2063,-5176,-4196,-3444,-2719,-3726,-2630,-2879,-5113,-3194,-1863,-2211,-1968,-3119,-3650,-2715,-3299,-2473,-4341,-2495,-1824,-4918,-3470,-2135,-2210,-1230,-1224,-3937,-2413,-1088,
,Solution demand total,17636,16407,16034,11997,15931,14614,15441,17134,12727,13928,15907,16304,15164,11790,14798,16889,16327,11734,19437,12975,13929,15126,14857,13197,12285,13847,14618,15074,12728,16296,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,15073,13906,13135,14310,18268,15827,14570,16177,15025,14724,12699,11356,14829,9483,14536,12660,16426,16948,13763,16078,12522,13510,16527,17690,10978,15818,13203,13566,14569,14333,
,Capacity is Off By:,-1611,-1538,-1168,-1977,-4191,-3740,-2379,-4038,-1973,-1222,-1495,0,-1774,0,-1617,-620,-3767,-3271,-2054,-4222,-130,-951,-3312,-4642,-38,-3480,-1101,-1053,-2658,-1253,
,Solution demand total,17274,14598,14021,13980,14658,15075,18311,14423,13927,14057,13044,14529,17379,13064,14822,14745,14541,12195,17660,12972,15906,14102,15285,13268,12253,13312,15181,11332,14847,16985,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,17260,14321,14105,15519,16976,15387,14965,13937,14775,16482,13017,13706,17833,12454,16733,13918,14175,14988,14034,14780,15399,15909,15086,15394,12341,16154,15558,15571,12803,13828,
,Capacity is Off By:,-3798,-1953,-2138,-3186,-2899,-3300,-2774,-1798,-1723,-2980,-1813,-694,-4778,-1672,-3814,-1878,-1516,-1311,-2325,-2924,-3007,-3350,-1871,-2346,-1401,-3816,-3456,-3058,-892,-748,
,Solution demand total,15082,13418,15820,12212,13991,13513,14952,17103,13212,11627,15608,15797,18363,14219,14023,14667,13980,13601,17290,14755,16279,13897,15097,15841,13299,16414,15410,12644,15253,16244,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,13682,11313,14054,12592,18613,12539,13999,14170,16450,17193,12448,16065,14932,11861,13599,11831,11906,17584,13938,12199,14585,15247,15619,15991,14286,15446,14749,14705,13678,15580,
,Capacity is Off By:,-220,0,-2087,-259,-4536,-452,-1808,-2031,-3398,-3691,-1244,-3053,-1877,-1079,-680,0,0,-3907,-2229,-343,-2193,-2688,-2404,-2943,-3346,-3108,-2647,-2192,-1767,-2500,
,Solution demand total,14737,12966,16106,16314,15652,13621,13031,16310,14101,16231,12994,15203,16716,13174,15836,13823,15641,11469,13874,14751,16219,14362,15036,14702,14827,16598,12608,14400,14883,16205,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,15125,15642,14685,12448,14241,15877,13909,15109,13672,14636,12612,12912,13964,10065,14581,12684,12625,16127,13593,13681,13896,13792,15431,14854,10899,14411,12470,14126,11865,14646,
,Capacity is Off By:,-1663,-3274,-2718,-115,-164,-3790,-1718,-2970,-620,-1134,-1408,0,-909,0,-1662,-644,0,-2450,-1884,-1825,-1504,-1233,-2216,-1806,0,-2073,-368,-1613,0,-1566,
,Solution demand total,15482,13518,15869,15768,13710,12183,13259,14124,14004,13686,12689,13941,15333,13745,15159,14282,12631,13131,15594,13489,15235,14712,13354,12192,12340,16293,14741,12635,14736,16702,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16086,15794,15042,14229,15895,15646,15166,15237,18116,15706,13221,14079,16219,14592,14086,13783,16942,17066,14343,11104,14239,14194,15537,15861,12865,15219,17545,15835,16875,13494,
,Capacity is Off By:,-2624,-3426,-3075,-1896,-1818,-3559,-2975,-3098,-5064,-2204,-2017,-1067,-3164,-3810,-1167,-1743,-4283,-3389,-2634,0,-1847,-1635,-2322,-2813,-1925,-2881,-5443,-3322,-4964,-414,
,Solution demand total,14916,16391,15769,11954,15268,13289,15576,16263,12641,15424,14857,14723,18502,13375,15714,16295,16531,11674,17634,14983,13631,15647,19215,15526,12388,17249,16595,11180,17702,16882,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,15189,15506,13545,13278,13494,14604,14660,14063,16424,17674,11628,14087,14678,15102,15224,13087,14813,15136,12802,12319,13550,11520,15613,14637,12753,14329,13256,12887,13001,12109,
,Capacity is Off By:,-1727,-3138,-1578,-945,0,-2517,-2469,-1924,-3372,-4172,-424,-1075,-1623,-4320,-2305,-1047,-2154,-1459,-1093,-463,-1158,0,-2398,-1589,-1813,-1991,-1154,-374,-1090,0,
,Solution demand total,14176,13657,12714,14340,13476,12566,14862,14212,11575,12015,12153,13731,15731,14784,17747,12907,12505,11921,14513,15837,14040,13038,13210,13412,11588,14360,13790,11967,15551,13951,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,17129,14024,16061,13592,17145,13515,15930,15234,14650,16092,12560,14127,14120,12496,14861,15422,15318,17886,13932,15312,15020,14792,15652,15440,13000,13855,14330,12276,13390,15510,
,Capacity is Off By:,-3667,-1656,-4094,-1259,-3068,-1428,-3739,-3095,-1598,-2590,-1356,-1115,-1065,-1714,-1942,-3382,-2659,-4209,-2223,-3456,-2628,-2233,-2437,-2392,-2060,-1517,-2228,0,-1479,-2430,
,Solution demand total,15694,14529,15459,12879,14957,14622,17000,15831,15660,12193,12836,14767,16255,12009,16763,15041,14440,12257,16710,12869,15020,12806,13055,12536,13051,15162,13831,13909,13499,15876,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,18183,13441,15051,15438,15573,12079,13249,14676,13857,16473,13047,15907,15767,12711,14458,15157,19102,17130,13045,12846,16194,14285,17750,15605,11644,15108,15366,16528,15222,17955,
,Capacity is Off By:,-4721,-1073,-3084,-3105,-1496,0,-1058,-2537,-805,-2971,-1843,-2895,-2712,-1929,-1539,-3117,-6443,-3453,-1336,-990,-3802,-1726,-4535,-2557,-704,-2770,-3264,-4015,-3311,-4875,
,Solution demand total,16186,16271,14587,16289,12613,14384,15178,16817,11952,12540,11942,14216,15296,13203,14535,14119,15068,15998,16514,13607,17011,13689,14411,14426,13707,16279,16123,14267,14221,16314,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16258,12069,15081,13967,14461,14237,13556,16080,15086,18103,15646,17364,15331,12621,15810,13412,16271,16130,14406,14751,11511,15541,16941,15569,12809,14994,13334,13147,14703,17496,
,Capacity is Off By:,-2796,0,-3114,-1634,-384,-2150,-1365,-3941,-2034,-4601,-4442,-4352,-2276,-1839,-2891,-1372,-3612,-2453,-2697,-2895,0,-2982,-3726,-2521,-1869,-2656,-1232,-634,-2792,-4416,
,Solution demand total,16524,12690,15110,13343,14818,15025,16073,16259,11360,15256,14570,14465,16271,12968,15406,16027,14988,14208,16883,12863,15924,15889,15525,14287,14225,16087,15453,12790,14096,17096,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,14550,14069,13095,13246,13940,14979,14678,14267,15344,14687,11993,14330,14047,12634,14261,11792,13984,16143,13442,13815,13393,15737,14948,17007,13791,15133,13850,15507,12779,13999,
,Capacity is Off By:,-1088,-1701,-1128,-913,0,-2892,-2487,-2128,-2292,-1185,-789,-1318,-992,-1852,-1342,0,-1325,-2466,-1733,-1959,-1001,-3178,-1733,-3959,-2851,-2795,-1748,-2994,-868,-919,
,Solution demand total,13977,13999,13429,12072,16765,12141,14535,16140,12670,12207,13930,14364,15267,14671,13842,15477,13914,12804,15969,14049,15094,13091,15329,13082,13749,15774,13540,11825,15876,14796,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,14582,14295,13640,13531,15791,12527,17269,11818,15304,15833,14823,15894,15173,12420,15262,12982,13218,14644,13786,14406,13855,14467,14907,15903,13899,14754,15204,13434,14354,14618,
,Capacity is Off By:,-1120,-1927,-1673,-1198,-1714,-440,-5078,0,-2252,-2331,-3619,-2882,-2118,-1638,-2343,-942,-559,-967,-2077,-2550,-1463,-1908,-1692,-2855,-2959,-2416,-3102,-921,-2443,-1538,
,Solution demand total,14070,13617,14478,15441,14144,12826,15968,14960,12607,12864,12354,13698,13736,16080,17008,13805,13990,14066,17391,15156,17030,14963,14288,14579,12578,13797,14469,12695,14477,12819,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16337,16107,16796,13997,18821,13057,13163,14779,12981,16507,15808,15803,14551,10143,16568,17297,15076,16481,14684,17605,13056,15801,16296,15578,15720,13346,13615,13921,15713,16617,
,Capacity is Off By:,-2875,-3739,-4829,-1664,-4744,-970,-972,-2640,0,-3005,-4604,-2791,-1496,0,-3649,-5257,-2417,-2804,-2975,-5749,-664,-3242,-3081,-2530,-4780,-1008,-1513,-1408,-3802,-3537,
,Solution demand total,16414,12875,13049,13694,15803,15563,15491,17230,13736,13149,11923,18582,16305,14828,17577,15933,12522,12276,18627,17050,18381,14783,14202,12812,12910,15123,13709,15062,14776,14923,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16695,15403,15241,16595,17548,14275,13667,14661,16482,16417,13950,16871,15179,13526,13054,14803,17854,16771,13179,13219,15429,17391,15940,13114,14034,15457,14891,15948,14760,14756,
,Capacity is Off By:,-3233,-3035,-3274,-4262,-3471,-2188,-1476,-2522,-3430,-2915,-2746,-3859,-2124,-2744,-135,-2763,-5195,-3094,-1470,-1363,-3037,-4832,-2725,-66,-3094,-3119,-2789,-3435,-2849,-1676,
,Solution demand total,15716,15087,12925,13163,15514,14700,14954,18066,13510,12059,12484,15018,14157,11724,15977,14784,13931,12252,13808,17302,16189,13800,13428,15528,14323,14842,14300,12909,13963,14433,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,15705,16907,12865,14791,18049,14019,14911,13434,12807,16268,13695,13238,14890,12659,16447,16214,13739,15399,13728,14032,15091,15806,17870,15820,13707,14298,15676,11889,14160,13402,
,Capacity is Off By:,-2243,-4539,-898,-2458,-3972,-1932,-2720,-1295,0,-2766,-2491,-226,-1835,-1877,-3528,-4174,-1080,-1722,-2019,-2176,-2699,-3247,-4655,-2772,-2767,-1960,-3574,0,-2249,-322,
,Solution demand total,13066,15986,14757,11847,16706,12968,13111,18427,13728,11986,13857,15494,14867,13638,15176,16922,14365,12741,15790,16761,13757,14734,16170,13387,12623,14076,14445,12235,14942,14935,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,15532,15324,13699,15467,17876,16472,14422,13710,15958,13905,11275,16786,15319,15724,16280,12761,14429,15629,13681,13144,16208,15511,13427,16281,14268,12359,14405,16220,15273,15868,
,Capacity is Off By:,-2070,-2956,-1732,-3134,-3799,-4385,-2231,-1571,-2906,-403,-71,-3774,-2264,-4942,-3361,-721,-1770,-1952,-1972,-1288,-3816,-2952,-212,-3233,-3328,-21,-2303,-3707,-3362,-2788,
,Solution demand total,16099,12646,15782,15917,13711,14762,15648,15864,15005,11592,15891,15013,16554,14240,14968,14023,13880,14957,15910,17368,17661,12973,15930,15404,13516,17538,13104,13387,14917,15869,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16800,15184,16058,12561,16639,12204,15762,13584,14094,15133,16225,14510,12257,11883,15592,13861,14732,17858,13415,13675,12450,16640,14571,15727,13642,14897,13779,14346,13392,13323,
,Capacity is Off By:,-3338,-2816,-4091,-228,-2562,-117,-3571,-1445,-1042,-1631,-5021,-1498,0,-1101,-2673,-1821,-2073,-4181,-1706,-1819,-58,-4081,-1356,-2679,-2702,-2559,-1677,-1833,-1481,-243,
,Solution demand total,15104,15017,12932,14622,15040,12380,15274,14408,14587,14296,13576,15115,16053,13188,15814,12801,14252,12663,18671,14817,15211,13395,14613,13458,13567,16886,14164,13883,13807,14810,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16301,15443,12466,13076,15066,13859,16696,13711,16957,15914,10874,14063,14291,14031,18506,13393,14280,17042,12777,12892,13894,15846,14369,15485,13431,12156,11765,14523,11223,15308,
,Capacity is Off By:,-2839,-3075,-499,-743,-989,-1772,-4505,-1572,-3905,-2412,0,-1051,-1236,-3249,-5587,-1353,-1621,-3365,-1068,-1036,-1502,-3287,-1154,-2437,-2491,0,0,-2010,0,-2228,
,Solution demand total,12724,14879,15048,13767,16412,13892,15913,18177,14291,13459,15014,15689,16071,12273,15998,14096,15201,12120,17656,16437,15650,12161,14798,14705,12119,16977,14978,11322,14378,16916,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,14634,15944,14732,13337,14224,16011,14245,12923,15760,13912,12965,12684,16002,11271,11981,13735,15705,15738,13777,14091,14489,13618,14358,14160,11125,14043,15450,12972,14379,13624,
,Capacity is Off By:,-1172,-3576,-2765,-1004,-147,-3924,-2054,-784,-2708,-410,-1761,0,-2947,-489,0,-1695,-3046,-2061,-2068,-2235,-2097,-1059,-1143,-1112,-185,-1705,-3348,-459,-2468,-544,
,Solution demand total,15340,15140,14167,12674,15449,15493,17620,14421,13256,12431,16203,12723,14875,12592,17242,13431,14469,11525,15049,16370,15373,13843,14125,15570,12360,15029,15564,12065,12630,14951,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16662,14980,15680,15957,14227,15205,14823,15997,15549,15350,12973,16498,15770,10452,14212,13132,14992,15191,14424,12851,17017,14140,17093,15395,10250,16845,15011,14216,13311,14438,
,Capacity is Off By:,-3200,-2612,-3713,-3624,-150,-3118,-2632,-3858,-2497,-1848,-1769,-3486,-2715,0,-1293,-1092,-2333,-1514,-2715,-995,-4625,-1581,-3878,-2347,0,-4507,-2909,-1703,-1400,-1358,
,Solution demand total,17783,15782,14916,14047,14169,15886,13401,16127,12727,11920,12507,14481,14804,11921,15752,17167,17477,13074,15121,15227,13945,17260,14075,12698,13353,14761,13410,11233,12957,15595,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,13227,12967,13706,15242,14763,12782,13489,14733,17752,15090,14737,11814,13821,9243,13989,10954,14326,16029,13031,12457,13681,15556,14420,14532,12658,15750,15660,12869,14394,13935,
,Capacity is Off By:,0,-599,-1739,-2909,-686,-695,-1298,-2594,-4700,-1588,-3533,0,-766,0,-1070,0,-1667,-2352,-1322,-601,-1289,-2997,-1205,-1484,-1718,-3412,-3558,-356,-2483,-855,
,Solution demand total,15041,13354,12811,13243,15017,12460,15874,15806,11904,13251,12602,14553,16895,13033,14263,13995,12317,12094,16482,15869,15473,14245,15435,14432,12382,13877,13892,13597,14909,14258,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,14706,14771,11892,13297,18086,13674,15618,12867,16519,17086,11789,15262,14784,14095,15996,12523,14953,13987,14606,10992,15465,14657,17831,14540,13844,14007,14100,13709,10649,14859,
,Capacity is Off By:,-1244,-2403,0,-964,-4009,-1587,-3427,-728,-3467,-3584,-585,-2250,-1729,-3313,-3077,-483,-2294,-310,-2897,0,-3073,-2098,-4616,-1492,-2904,-1669,-1998,-1196,0,-1779,
,Solution demand total,13508,15277,14243,12968,15297,13360,13641,16747,12546,14401,12712,17100,16327,13793,14074,13876,14852,11454,15965,14235,16069,14161,12635,14669,13495,14721,15281,13495,17422,15508,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,17170,15439,13863,15024,16508,15618,14034,14351,16995,18352,12129,17224,16262,13285,15895,15337,17256,15492,15804,13719,16264,15897,17187,13934,13007,13591,12004,15840,13724,18923,
,Capacity is Off By:,-3708,-3071,-1896,-2691,-2431,-3531,-1843,-2212,-3943,-4850,-925,-4212,-3207,-2503,-2976,-3297,-4597,-1815,-4095,-1863,-3872,-3338,-3972,-886,-2067,-1253,0,-3327,-1813,-5843,
,Solution demand total,14932,14982,16601,15624,13631,12148,18664,17016,11371,16238,16114,13921,13662,13919,18603,13385,14001,13992,17826,15908,15192,12173,14083,14404,12755,17123,14759,11721,17134,15314,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,17274,16173,15754,11721,15113,14715,15204,15652,15642,15110,16084,14756,16967,11456,16321,15049,14769,18597,14682,14086,15206,13858,14640,14892,13234,16780,15043,13279,15536,15826,
,Capacity is Off By:,-3812,-3805,-3787,0,-1036,-2628,-3013,-3513,-2590,-1608,-4880,-1744,-3912,-674,-3402,-3009,-2110,-4920,-2973,-2230,-2814,-1299,-1425,-1844,-2294,-4442,-2941,-766,-3625,-2746,
,Solution demand total,14437,14109,12789,16256,12699,12460,15136,14236,15469,13110,14462,15001,15227,15279,16675,14032,12556,13760,15766,14399,16024,13748,16438,13549,14629,18180,14101,11957,14771,17956,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16948,14524,16792,16165,17376,13163,13015,12629,15458,14906,16507,16354,14298,11506,15836,13565,15078,16937,13903,13595,14815,15266,16604,12304,11609,13813,15104,15697,14143,13792,
,Capacity is Off By:,-3486,-2156,-4825,-3832,-3299,-1076,-824,-490,-2406,-1404,-5303,-3342,-1243,-724,-2917,-1525,-2419,-3260,-2194,-1739,-2423,-2707,-3389,0,-669,-1475,-3002,-3184,-2232,-712,
,Solution demand total,13767,13165,14376,14251,14815,15227,15534,18948,15066,14228,11912,18542,16476,13164,18549,15600,14143,14173,18145,14442,18898,14324,14813,14792,12864,17375,13773,13243,12802,16564,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,15658,12004,12757,13923,14237,14464,14041,13544,14362,15832,10515,14178,14041,12747,14834,13827,15289,14158,13415,13848,13727,13223,14718,15979,10641,14654,11296,15247,13093,13485,
,Capacity is Off By:,-2196,0,-790,-1590,-160,-2377,-1850,-1405,-1310,-2330,0,-1166,-986,-1965,-1915,-1787,-2630,-481,-1706,-1992,-1335,-664,-1503,-2931,0,-2316,0,-2734,-1182,-405,
,Solution demand total,14219,13011,14380,12978,12937,14383,14642,14134,12638,11937,13821,13389,14284,13859,15693,12358,14568,13467,15118,14474,14532,12399,13971,11817,12568,14268,13244,11282,13012,12871,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution capacity total,16349,12722,12138,15589,15513,11583,13740,14962,15394,15663,13202,15763,15046,11268,13083,12804,13629,14628,11566,12743,14976,14784,14522,12642,12481,15368,14184,12805,15032,15150,
,Capacity is Off By:,-2887,-354,-171,-3256,-1436,0,-1549,-2823,-2342,-2161,-1998,-2751,-1991,-486,-164,-764,-970,-951,0,-887,-2584,-2225,-1307,0,-1541,-3030,-2082,-292,-3121,-2070,
,Solution demand total,13545,12481,14313,14610,14030,12566,15054,16842,12831,13708,14368,13500,18368,11835,14594,15419,12108,12635,13851,14119,14971,14238,13690,14832,12294,14193,15311,14931,13376,14395,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


