Solution Capacity Totals,Capacity Right Coefficients (required val),Solution Demand totals,Demand Right Coefficients
,Solution Demand Total,13032,13632,16886,13003,14354,17334,14275,15942,11300,14232,13942,16852,14817,12782,16140,16780,15171,12763,15353,15401,17974,13814,14520,13565,12517,15433,15265,11753,14230,14437,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16748,15972,13532,15195,15374,15116,14998,12366,15238,16143,14699,15078,17282,12945,14352,15270,14557,14782,13641,14065,15745,13718,16323,15285,9769,14086,11587,16633,12906,13139,
,Capacity is Off By:,-3286,-3604,-1565,-2862,-1297,-3029,-2807,-227,-2186,-2641,-3495,-2066,-4227,-2163,-1433,-3230,-1898,-1105,-1932,-2209,-3353,-1159,-3108,-2237,0,-1748,0,-4120,-995,-59,
,Solution Demand Total,14902,15317,15698,13132,12638,12615,13584,15970,13582,11748,12740,13470,15127,13977,15480,12952,15444,13190,16353,14282,14226,15239,13811,12572,11286,14701,12917,12182,13763,14480,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15090,11790,15022,13880,15684,13296,12628,13904,13110,13362,9858,15123,15661,9719,12346,13307,14082,17510,12555,13383,15302,16553,15280,14967,13235,15023,14003,15249,12228,14209,
,Capacity is Off By:,-1628,0,-3055,-1547,-1607,-1209,-437,-1765,-58,0,0,-2111,-2606,0,0,-1267,-1423,-3833,-846,-1527,-2910,-3994,-2065,-1919,-2295,-2685,-1901,-2736,-317,-1129,
,Solution Demand Total,15170,13579,17079,13696,12501,16806,14463,15620,12201,14447,13763,14410,14180,12752,16178,14029,13930,12350,14337,16016,18186,12805,14129,15236,12746,16862,12743,11885,14503,14045,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,17888,13921,12715,15106,17530,13488,12154,13363,15249,16327,12083,14106,13001,12543,14538,13607,16243,17584,14424,15715,14509,13921,15947,14161,13368,17698,14434,14564,14917,14575,
,Capacity is Off By:,-4426,-1553,-748,-2773,-3453,-1401,0,-1224,-2197,-2825,-879,-1094,0,-1761,-1619,-1567,-3584,-3907,-2715,-3859,-2117,-1362,-2732,-1113,-2428,-5360,-2332,-2051,-3006,-1495,
,Solution Demand Total,15730,14179,17613,12693,12359,13399,14402,15564,12902,14947,14073,14085,14985,15055,17832,15272,13297,11617,15385,14664,14995,12885,13977,13429,14745,15332,13677,11471,15288,16241,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,17324,15617,14615,15340,17296,13990,12758,14749,12696,17126,13383,13815,16559,10331,17206,14227,15236,16084,12871,14910,14066,13539,17096,14899,12416,14429,14343,15171,15341,17313,
,Capacity is Off By:,-3862,-3249,-2648,-3007,-3219,-1903,-567,-2610,0,-3624,-2179,-803,-3504,0,-4287,-2187,-2577,-2407,-1162,-3054,-1674,-980,-3881,-1851,-1476,-2091,-2241,-2658,-3430,-4233,
,Solution Demand Total,13747,14236,17814,14208,12347,16184,13366,18319,13281,14941,13469,15414,15812,15356,17416,15894,16078,13936,17625,15109,18006,12378,13440,13303,13061,16575,16077,13872,14136,14836,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14704,13638,12646,14023,16577,15045,12257,13570,14739,15678,13467,15471,17759,9533,14949,14254,13202,16264,13629,13178,15592,13519,16184,16328,11158,14445,13488,16030,11372,16980,
,Capacity is Off By:,-1242,-1270,-679,-1690,-2500,-2958,-66,-1431,-1687,-2176,-2263,-2459,-4704,0,-2030,-2214,-543,-2587,-1920,-1322,-3200,-960,-2969,-3280,-218,-2107,-1386,-3517,0,-3900,
,Solution Demand Total,15718,12471,13964,12837,14070,16548,13739,17618,12610,15416,15860,14694,15000,13646,15635,12692,13344,13173,14046,13677,17494,14883,12522,12282,14789,17076,15404,11550,15751,15029,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16208,14470,14071,15113,18323,13140,14163,15752,15098,17698,14960,15620,16758,15401,14396,14542,15152,14525,13048,14159,16830,15099,15200,14575,13109,12773,17307,14440,14949,16066,
,Capacity is Off By:,-2746,-2102,-2104,-2780,-4246,-1053,-1972,-3613,-2046,-4196,-3756,-2608,-3703,-4619,-1477,-2502,-2493,-848,-1339,-2303,-4438,-2540,-1985,-1527,-2169,-435,-5205,-1927,-3038,-2986,
,Solution Demand Total,14700,13172,12758,14277,14050,14854,12996,17650,14078,11714,12914,15173,17461,12367,16620,16773,13322,12846,16615,15262,15452,14784,14886,13871,11266,14673,15660,13476,15306,13239,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15883,13391,13021,13661,14664,15879,13766,12999,16167,14408,12458,13367,15984,13236,16589,12796,12918,14689,13054,11680,14002,12688,14788,15249,12399,13312,11351,15881,13435,15322,
,Capacity is Off By:,-2421,-1023,-1054,-1328,-587,-3792,-1575,-860,-3115,-906,-1254,-355,-2929,-2454,-3670,-756,-259,-1012,-1345,0,-1610,-129,-1573,-2201,-1459,-974,0,-3368,-1524,-2242,
,Solution Demand Total,14545,13037,13911,13167,15228,12385,16386,15549,11298,12902,15943,13405,15752,12432,14602,12295,13803,11638,14028,14473,14216,14558,14370,15562,13286,13199,15026,13123,13503,15609,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15814,17157,16031,16892,17200,13923,13602,13415,16624,17451,14810,16240,16389,13753,18996,14207,14050,17442,14897,15438,14519,14134,14085,16652,12918,12985,13236,13392,14438,17378,
,Capacity is Off By:,-2352,-4789,-4064,-4559,-3123,-1836,-1411,-1276,-3572,-3949,-3606,-3228,-3334,-2971,-6077,-2167,-1391,-3765,-3188,-3582,-2127,-1575,-870,-3604,-1978,-647,-1134,-879,-2527,-4298,
,Solution Demand Total,15935,13009,14809,15127,15585,14739,15260,16284,13873,13931,13413,16267,17117,17616,17300,14123,14264,14242,18109,12861,15958,14998,15387,13727,12174,14741,13845,15357,13723,13419,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,13617,15445,14496,12758,18164,13452,17263,15257,16151,17017,13297,13732,15653,13718,13723,14708,15496,16923,14012,16430,14444,14497,15445,15476,13531,12378,14525,14201,14733,15633,
,Capacity is Off By:,-155,-3077,-2529,-425,-4087,-1365,-5072,-3118,-3099,-3515,-2093,-720,-2598,-2936,-804,-2668,-2837,-3246,-2303,-4574,-2052,-1938,-2230,-2428,-2591,-40,-2423,-1688,-2822,-2553,
,Solution Demand Total,14727,15450,13791,14327,14575,16595,14264,15609,11522,11971,13054,15928,15933,12095,16475,16513,12591,12423,17682,16814,14225,16502,12813,14324,11268,15309,15064,13733,15732,18525,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16429,13775,14783,15452,16072,13320,12244,14231,12691,16512,14504,15187,16198,13940,17046,13348,16756,16562,11880,13662,15622,13716,16031,14600,12612,13686,12081,12723,13534,13978,
,Capacity is Off By:,-2967,-1407,-2816,-3119,-1995,-1233,-53,-2092,0,-3010,-3300,-2175,-3143,-3158,-4127,-1308,-4097,-2885,-171,-1806,-3230,-1157,-2816,-1552,-1672,-1348,0,-210,-1623,-898,
,Solution Demand Total,16402,14900,13429,12913,14176,13482,14304,14998,11653,13717,15269,12912,15168,14716,15754,12319,14178,12187,15307,13122,15248,14400,14524,13003,14736,14513,12689,12561,13510,12855,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15907,15839,15650,13527,16134,15109,14870,13182,16286,16974,13690,17702,16260,11797,15802,17360,13082,14508,13347,13105,14707,16142,17006,15359,11954,15632,14307,14166,14671,15281,
,Capacity is Off By:,-2445,-3471,-3683,-1194,-2057,-3022,-2679,-1043,-3234,-3472,-2486,-4690,-3205,-1015,-2883,-5320,-423,-831,-1638,-1249,-2315,-3583,-3791,-2311,-1014,-3294,-2205,-1653,-2760,-2201,
,Solution Demand Total,13881,12512,15645,15071,14566,15233,13474,19916,11550,15069,14021,16700,15929,12468,17253,13894,16739,11478,17061,16079,17850,14469,15559,13990,13338,17231,12810,14596,15576,14948,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15961,11806,14536,12690,14607,13686,13460,16182,15141,14077,11760,14405,16259,11109,14486,12317,15283,16196,13754,13269,13572,11740,16158,15824,11438,17359,14187,16522,15043,15093,
,Capacity is Off By:,-2499,0,-2569,-357,-530,-1599,-1269,-4043,-2089,-575,-556,-1393,-3204,-327,-1567,-277,-2624,-2519,-2045,-1413,-1180,0,-2943,-2776,-498,-5021,-2085,-4009,-3132,-2013,
,Solution Demand Total,13769,16638,13045,14870,13737,15364,15968,14689,13289,14524,14175,13224,15398,11757,16544,14274,12994,15159,17019,14350,14794,15274,16039,13485,13735,15932,14410,13459,14294,15008,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16368,15795,13897,15691,17464,14203,15899,14012,15136,16357,13478,17322,16360,12259,16536,15855,13508,16109,12505,13831,13154,15112,15202,16877,12388,13984,14977,15923,16348,16213,
,Capacity is Off By:,-2906,-3427,-1930,-3358,-3387,-2116,-3708,-1873,-2084,-2855,-2274,-4310,-3305,-1477,-3617,-3815,-849,-2432,-796,-1975,-762,-2553,-1987,-3829,-1448,-1646,-2875,-3410,-4437,-3133,
,Solution Demand Total,13081,17301,15903,14807,14602,14362,14642,18321,16655,13008,14898,12791,17229,12759,17830,15131,14322,15996,18429,14821,14182,13388,14408,16290,11335,15763,15374,15030,12658,15107,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14568,17241,14849,12760,18103,14633,16866,15985,16739,15962,13249,15312,13339,12797,15311,14088,16147,17210,15382,13915,14650,17328,14750,17843,13192,15432,14178,16228,14668,14227,
,Capacity is Off By:,-1106,-4873,-2882,-427,-4026,-2546,-4675,-3846,-3687,-2460,-2045,-2300,-284,-2015,-2392,-2048,-3488,-3533,-3673,-2059,-2258,-4769,-1535,-4795,-2252,-3094,-2076,-3715,-2757,-1147,
,Solution Demand Total,17395,13714,15163,14478,15933,14826,15849,15233,15169,16003,14800,15894,16457,13236,16951,15109,13671,12656,19543,13463,15196,12141,15708,11730,13211,15660,13047,13774,16362,14877,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,17676,14666,14715,15317,16493,14769,13166,15542,19205,16420,10729,14253,15666,14271,15353,13403,17228,15061,14797,13822,15794,14269,15493,13458,12736,14942,13427,16385,13633,14140,
,Capacity is Off By:,-4214,-2298,-2748,-2984,-2416,-2682,-975,-3403,-6153,-2918,0,-1241,-2611,-3489,-2434,-1363,-4569,-1384,-3088,-1966,-3402,-1710,-2278,-410,-1796,-2604,-1325,-3872,-1722,-1060,
,Solution Demand Total,15772,15029,14534,12515,12377,13807,15188,15634,12998,13305,12721,15289,16411,13916,16585,16085,14117,11632,15845,14602,16455,12268,15209,14659,11533,16907,13793,11547,14539,12998,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,17154,17705,14489,14795,16186,15758,14911,14625,14670,13637,12644,13348,13266,13048,14566,14087,17574,18378,13987,15227,13464,14751,14036,15305,13797,15282,14041,13455,13967,14050,
,Capacity is Off By:,-3692,-5337,-2522,-2462,-2109,-3671,-2720,-2486,-1618,-135,-1440,-336,-211,-2266,-1647,-2047,-4915,-4701,-2278,-3371,-1072,-2192,-821,-2257,-2857,-2944,-1939,-942,-2056,-970,
,Solution Demand Total,15694,14048,14070,14427,13338,16003,16971,14225,13143,12432,13730,14070,17057,13253,16573,15346,13441,12762,14709,15065,14611,14370,16319,11884,12023,15155,12880,11277,14890,14316,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16166,15218,15049,15840,17873,14251,16133,17147,17101,16356,14272,14851,15862,15279,16572,15730,16257,17717,14074,13650,14314,13612,15133,17298,14111,15093,14926,16130,16366,14603,
,Capacity is Off By:,-2704,-2850,-3082,-3507,-3796,-2164,-3942,-5008,-4049,-2854,-3068,-1839,-2807,-4497,-3653,-3690,-3598,-4040,-2365,-1794,-1922,-1053,-1918,-4250,-3171,-2755,-2824,-3617,-4455,-1523,
,Solution Demand Total,16921,15697,14656,13906,13455,16255,16083,17018,13664,13340,14971,12532,17934,15352,17256,15291,15649,14412,16333,15203,15329,15048,14508,13517,13446,15287,15450,12350,15683,15384,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14260,13086,14479,12912,16103,11652,12522,12555,14131,14144,13721,12134,14148,13745,13369,15016,14023,15414,14591,14193,11788,15789,11962,14976,13190,15492,13434,12287,13240,12540,
,Capacity is Off By:,-798,-718,-2512,-579,-2026,0,-331,-416,-1079,-642,-2517,0,-1093,-2963,-450,-2976,-1364,-1737,-2882,-2337,0,-3230,0,-1928,-2250,-3154,-1332,0,-1329,0,
,Solution Demand Total,15305,13836,12699,12998,15192,15347,14236,15194,13762,12939,13723,15615,18139,13193,15452,12557,13513,11546,15325,14614,14546,14426,13609,11893,13867,13980,13454,13542,14352,14630,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,18216,13594,14426,13925,17476,13396,13237,14042,13669,18167,13788,14141,16500,11887,16601,14468,16954,15132,13005,15308,17569,13007,16990,15496,12749,14128,15729,11385,12002,18509,
,Capacity is Off By:,-4754,-1226,-2459,-1592,-3399,-1309,-1046,-1903,-617,-4665,-2584,-1129,-3445,-1105,-3682,-2428,-4295,-1455,-1296,-3452,-5177,-448,-3775,-2448,-1809,-1790,-3627,0,-91,-5429,
,Solution Demand Total,16848,15677,17897,14027,13006,13408,14614,15183,11453,14691,15548,14029,13907,18541,14995,12428,15121,12484,15042,14818,17155,15984,13616,13291,15025,16600,12513,13055,15775,15068,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16740,14234,13474,13365,13632,14123,15372,14096,13044,16555,13739,16447,15044,9381,15328,14496,15763,13222,11806,12124,15464,13806,17094,14661,11284,14230,12915,17182,15281,15226,
,Capacity is Off By:,-3278,-1866,-1507,-1032,0,-2036,-3181,-1957,0,-3053,-2535,-3435,-1989,0,-2409,-2456,-3104,0,-97,-268,-3072,-1247,-3879,-1613,-344,-1892,-813,-4669,-3370,-2146,
,Solution Demand Total,14682,14688,16597,14598,14263,12380,15040,17995,11465,12603,13731,12588,14108,14013,16908,13024,13089,13241,14761,14281,16170,16377,12954,13870,14748,13884,15615,12314,15786,13024,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,13926,16496,13299,14014,19846,14987,14125,16220,17860,13904,15405,13809,15418,12694,14357,14556,13463,15566,14309,16120,12741,16317,14420,15795,14150,15511,16799,14710,16975,15889,
,Capacity is Off By:,-464,-4128,-1332,-1681,-5769,-2900,-1934,-4081,-4808,-402,-4201,-797,-2363,-1912,-1438,-2516,-804,-1889,-2600,-4264,-349,-3758,-1205,-2747,-3210,-3173,-4697,-2197,-5064,-2809,
,Solution Demand Total,16214,14838,12538,13753,16666,15500,15327,16859,14362,11667,15413,15634,16401,15544,17205,14160,12965,13123,19375,14868,15713,13490,14863,13984,14252,14540,12655,13444,13893,16411,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,17238,15621,14938,15806,19924,14996,12863,15821,14856,16500,14117,14736,16735,13811,16834,15259,14075,16890,14361,16388,13266,13777,15151,17147,12221,14649,13495,15900,14395,17209,
,Capacity is Off By:,-3776,-3253,-2971,-3473,-5847,-2909,-672,-3682,-1804,-2998,-2913,-1724,-3680,-3029,-3915,-3219,-1416,-3213,-2652,-4532,-874,-1218,-1936,-4099,-1281,-2311,-1393,-3387,-2484,-4129,
,Solution Demand Total,13058,14464,14405,14705,13227,18294,15475,15809,12468,14814,12303,17295,19065,13678,17674,15830,15084,13254,17951,16051,17914,15706,16173,13543,11279,17139,15732,15765,13947,14620,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14882,13594,14283,14520,16502,13090,12301,12121,15259,14439,11843,14279,14812,13009,14792,12598,13821,16912,13218,11304,12780,14451,14741,15530,12680,13277,15437,15463,13086,17159,
,Capacity is Off By:,-1420,-1226,-2316,-2187,-2425,-1003,-110,0,-2207,-937,-639,-1267,-1757,-2227,-1873,-558,-1162,-3235,-1509,0,-388,-1892,-1526,-2482,-1740,-939,-3335,-2950,-1175,-4079,
,Solution Demand Total,13476,14695,13764,16730,16224,14479,14524,18323,12978,14908,15013,14282,15697,11742,14012,13276,14368,15266,15587,15136,14710,14812,14214,15498,16470,15562,14384,12082,13118,16753,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14598,15085,13703,15498,17380,14255,12601,15689,15390,16211,10755,12933,15760,12035,15097,12825,14183,15828,14791,12542,16786,13881,14664,15693,13527,16415,14207,13556,12450,17002,
,Capacity is Off By:,-1136,-2717,-1736,-3165,-3303,-2168,-410,-3550,-2338,-2709,0,0,-2705,-1253,-2178,-785,-1524,-2151,-3082,-686,-4394,-1322,-1449,-2645,-2587,-4077,-2105,-1043,-539,-3922,
,Solution Demand Total,14653,14329,12814,17290,13728,12707,13900,17124,14304,14445,13764,15577,15193,16760,19086,14222,12711,13895,15680,14160,16333,14048,15111,12714,16270,16789,13008,13619,15887,12820,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16768,14211,14951,14492,16241,14705,12773,13973,14838,16708,15764,14204,15772,14173,18806,16176,12059,15283,14976,14061,14744,13829,17536,13284,11498,14083,14102,13038,14268,16432,
,Capacity is Off By:,-3306,-1843,-2984,-2159,-2164,-2618,-582,-1834,-1786,-3206,-4560,-1192,-2717,-3391,-5887,-4136,0,-1606,-3267,-2205,-2352,-1270,-4321,-236,-558,-1745,-2000,-525,-2357,-3352,
,Solution Demand Total,14206,14801,15281,14333,15603,14500,13967,18523,11616,15046,12851,17381,17700,17313,18363,12340,12065,13553,15582,14993,17016,16497,14883,13453,12794,17644,14385,14420,13723,15690,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14986,13841,14844,13522,16855,16031,11812,16775,14503,15318,11763,13121,14208,12352,16112,13756,14322,15957,13648,13027,13013,15978,17409,14921,11502,13215,13086,13529,11939,13689,
,Capacity is Off By:,-1524,-1473,-2877,-1189,-2778,-3944,0,-4636,-1451,-1816,-559,-109,-1153,-1570,-3193,-1716,-1663,-2280,-1939,-1171,-621,-3419,-4194,-1873,-562,-877,-984,-1016,-28,-609,
,Solution Demand Total,15990,14061,15223,12777,14720,16296,15178,14380,12326,14054,12070,14492,14533,13052,16033,14140,14424,12930,16250,13392,16415,12280,16323,12094,12511,16013,13692,11868,15174,14497,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15259,13866,14304,13380,16301,15327,12790,15668,15312,13210,13012,14917,14422,12301,14334,12697,16585,15845,11976,13587,14358,14899,14780,15601,13943,13937,14328,13935,13234,14113,
,Capacity is Off By:,-1797,-1498,-2337,-1047,-2224,-3240,-599,-3529,-2260,0,-1808,-1905,-1367,-1519,-1415,-657,-3926,-2168,-267,-1731,-1966,-2340,-1565,-2553,-3003,-1599,-2226,-1422,-1323,-1033,
,Solution Demand Total,14718,14916,12716,15127,14302,14992,17111,14563,16179,13843,16438,13861,15032,13177,16251,14201,15339,13449,15623,13912,14875,12998,15230,14254,12635,15139,14836,12848,12627,13529,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15605,13572,14799,12156,15963,11658,13958,14473,16283,17439,12360,15444,16006,13233,14232,12930,12920,15374,12452,12204,14638,15853,15623,14997,14754,15780,14497,14403,12368,15784,
,Capacity is Off By:,-2143,-1204,-2832,0,-1886,0,-1767,-2334,-3231,-3937,-1156,-2432,-2951,-2451,-1313,-890,-261,-1697,-743,-348,-2246,-3294,-2408,-1949,-3814,-3442,-2395,-1890,-457,-2704,
,Solution Demand Total,14383,13419,16404,16663,12879,12207,13530,18531,13322,11716,13377,15995,14277,13623,16599,14240,14329,13915,13731,17134,16201,12097,14494,15139,15286,17584,14307,12667,15412,15778,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15576,15211,13072,16955,14696,15004,15996,15441,14372,15673,13505,19099,18074,13772,15867,15158,14868,16999,14071,10742,15806,15632,16223,17929,11247,14754,12929,17322,14259,16260,
,Capacity is Off By:,-2114,-2843,-1105,-4622,-619,-2917,-3805,-3302,-1320,-2171,-2301,-6087,-5019,-2990,-2948,-3118,-2209,-3322,-2362,0,-3414,-3073,-3008,-4881,-307,-2416,-827,-4809,-2348,-3180,
,Solution Demand Total,14351,15968,15599,15234,15067,15140,15091,16100,15575,14182,14189,13220,16010,11746,16475,15349,15202,15524,15909,15911,13443,14543,12993,14435,13306,17189,16800,11718,12598,14764,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16364,13903,12063,12959,17216,12830,14274,14182,15202,16131,11768,13698,14291,12245,15876,11693,10421,17430,13445,12595,14092,15302,15647,14143,11806,14436,13160,16095,12301,13784,
,Capacity is Off By:,-2902,-1535,-96,-626,-3139,-743,-2083,-2043,-2150,-2629,-564,-686,-1236,-1463,-2957,0,0,-3753,-1736,-739,-1700,-2743,-2432,-1095,-866,-2098,-1058,-3582,-390,-704,
,Solution Demand Total,15476,12967,14930,12559,13938,13490,14808,17044,12842,13157,12677,13778,14402,15063,15521,15237,14959,13932,16071,13869,16138,12517,12186,13473,14235,15159,12956,13777,16059,14955,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15102,14422,14321,14547,15939,12619,11181,12415,14327,14934,13632,15126,13378,11051,15636,13287,12168,17189,12608,13025,13073,13226,15321,13584,12491,12269,13257,13864,10503,14970,
,Capacity is Off By:,-1640,-2054,-2354,-2214,-1862,-532,0,-276,-1275,-1432,-2428,-2114,-323,-269,-2717,-1247,0,-3512,-899,-1169,-681,-667,-2106,-536,-1551,0,-1155,-1351,0,-1890,
