Solution Capacity Totals,Capacity Right Coefficients (required val),Solution Demand totals,Demand Right Coefficients
,Solution Demand Total,9109,9976,10418,9695,9770,8545,10766,13209,9687,9437,10192,11794,9557,8064,10703,10225,12193,9036,12280,9933,10047,10010,8726,10106,9593,11181,11013,9356,10766,11178,
,Demand is Off By:,3609,2468,2107,2143,2574,3546,2185,866,1558,2116,1599,723,4035,3635,3054,2044,0,2359,1442,2884,3380,2086,3376,1560,1638,1966,1440,1817,1755,1577,


,Solution capacity total,11839,9869,8790,11295,12515,9199,10938,9218,12248,13439,10256,11960,11868,9545,11419,11491,11211,13603,9820,10735,11796,12532,13112,8930,10530,11856,10960,10608,9824,13050,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10847,11896,10261,11224,11514,9565,12291,12963,11200,11582,11430,12988,12907,8821,14337,9391,10456,9537,12572,10930,12168,9932,8993,10453,9943,12209,10905,11067,11766,11278,
,Demand is Off By:,1871,548,2264,614,830,2526,660,1112,45,0,361,0,685,2878,0,2878,1581,1858,1150,1887,1259,2164,3109,1213,1288,938,1548,106,755,1477,


,Solution capacity total,11462,10694,8902,10693,14058,11591,11922,9422,12342,11950,8715,10472,10579,7951,9659,10347,10420,13228,8888,11008,10874,12427,11868,11609,8507,10646,11697,12239,10158,10462,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,12230,11883,10637,10942,13322,10469,13238,12368,12222,9978,11079,9744,11165,9543,10821,11479,11807,10104,13510,10407,10416,11586,9847,12318,10106,8801,10073,11986,11377,13968,
,Demand is Off By:,488,561,1888,896,0,1622,0,1707,0,1575,712,2773,2427,2156,2936,790,230,1291,212,2410,3011,510,2255,0,1125,4346,2380,0,1144,0,


,Solution capacity total,9359,8577,9323,11667,13071,8895,11377,9615,12264,10896,10473,12828,12877,7896,8907,10731,9306,12359,10875,9689,10514,12093,10879,12265,9668,10514,11856,12433,11821,10920,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10096,12668,8813,9843,12030,10372,11874,12603,9391,10353,9459,11209,10514,8271,10667,12585,10145,10195,12460,12295,11425,12264,10098,11431,9710,12118,11967,8116,10497,11206,
,Demand is Off By:,2622,0,3712,1995,314,1719,1077,1472,1854,1200,2332,1308,3078,3428,3090,0,1892,1200,1262,522,2002,0,2004,235,1521,1029,486,3057,2024,1549,


,Solution capacity total,9822,9409,11940,9905,12386,9345,8899,8985,11099,11195,8974,10727,11123,10666,11098,9600,10969,9849,10784,9842,9162,9514,7231,10287,10304,9767,10750,8954,9958,11758,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10439,10450,7624,9437,9344,11501,10504,11346,7626,8960,7711,10973,10444,10593,10853,8791,8730,8255,11156,8273,11341,7487,9192,9778,8633,11148,10210,8255,9735,10078,
,Demand is Off By:,2279,1994,4901,2401,3000,590,2447,2729,3619,2593,4080,1544,3148,1106,2904,3478,3307,3140,2566,4544,2086,4609,2910,1888,2598,1999,2243,2918,2786,2677,


,Solution capacity total,12901,8641,11958,10926,12343,10932,11430,10192,12509,13274,9472,12750,12461,10763,11659,9423,11938,9987,9244,8237,10789,10962,11323,12844,7344,10263,8717,9372,7772,9892,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11619,8789,10210,11574,10093,9961,9818,14380,12280,9796,9175,12242,13871,9554,12520,10738,8828,9138,9903,10522,12042,9207,9966,10979,9231,11451,9197,9446,11259,10829,
,Demand is Off By:,1099,3655,2315,264,2251,2130,3133,0,0,1757,2616,275,0,2145,1237,1531,3209,2257,3819,2295,1385,2889,2136,687,2000,1696,3256,1727,1262,1926,


,Solution capacity total,10255,12232,8437,10954,12592,10729,11633,11679,12781,12021,10601,12736,11104,9868,12403,9778,10984,11862,11355,9460,10821,10978,11199,12053,10305,10160,10465,12370,10933,10831,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,12752,10612,11917,11127,9832,8541,12530,12152,9679,10279,11493,9115,9962,9040,11062,10978,12052,11613,13874,10305,9931,9795,8400,8324,9318,11016,12075,10344,10743,11993,
,Demand is Off By:,0,1832,608,711,2512,3550,421,1923,1566,1274,298,3402,3630,2659,2695,1291,0,0,0,2512,3496,2301,3702,3342,1913,2131,378,829,1778,762,


,Solution capacity total,11931,9327,8042,12084,11796,12047,11162,9624,10673,11316,10315,12058,12787,8843,10324,10446,10781,11078,10496,11494,11161,10368,11820,11853,8244,10986,11108,12509,11559,10452,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11076,12228,10719,7317,10722,11469,12194,11680,8394,10059,11067,7924,10410,9124,12154,11004,11968,7905,12209,9548,10617,11224,10755,9478,8358,11443,10377,9035,11160,10119,
,Demand is Off By:,1642,216,1806,4521,1622,622,757,2395,2851,1494,724,4593,3182,2575,1603,1265,69,3490,1513,3269,2810,872,1347,2188,2873,1704,2076,2138,1361,2636,


,Solution capacity total,11470,9501,7974,11303,11787,10518,11143,9789,12040,10188,9577,11805,10901,9257,9578,9850,10443,9652,9842,8935,9824,12298,12133,11242,7031,9947,9585,12503,9492,10073,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,9090,11736,12256,7824,13236,9874,12522,11435,8435,9905,10310,12679,11405,5926,9189,12820,10431,10822,13476,11127,9516,10962,12241,11287,8496,10171,11514,8646,9795,12031,
,Demand is Off By:,3628,708,269,4014,0,2217,429,2640,2810,1648,1481,0,2187,5773,4568,0,1606,573,246,1690,3911,1134,0,379,2735,2976,939,2527,2726,724,


,Solution capacity total,10984,10441,8672,10362,11117,9996,10151,9310,10969,9122,9187,10536,9085,6043,7642,9796,10280,12959,9902,10554,9442,9936,9239,13019,10659,11639,9858,11112,11159,11130,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,9362,8023,9378,8886,9536,8547,11942,9697,9171,8214,9909,9691,10126,9020,9649,9590,10095,9715,10472,11523,12161,9978,10414,9390,10999,11429,9944,11055,10292,10180,
,Demand is Off By:,3356,4421,3147,2952,2808,3544,1009,4378,2074,3339,1882,2826,3466,2679,4108,2679,1942,1680,3250,1294,1266,2118,1688,2276,232,1718,2509,118,2229,2575,


,Solution capacity total,10363,10980,9962,11725,10351,10014,10605,8553,12021,11204,11006,11316,11083,8120,11853,9403,10477,11635,9253,10368,10376,9787,10776,12644,10712,8236,9776,11061,10705,13022,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,12960,9628,10928,11817,10059,11454,11719,14336,10259,9063,11294,11663,10306,11182,10410,10665,11923,8157,13837,11987,12242,10565,9189,9161,9531,11439,9123,11913,9526,11831,
,Demand is Off By:,0,2816,1597,21,2285,637,1232,0,986,2490,497,854,3286,517,3347,1604,114,3238,0,830,1185,1531,2913,2505,1700,1708,3330,0,2995,924,


,Solution capacity total,9890,11247,10023,10523,11755,9850,11983,8716,11144,12288,10844,12432,11119,8917,11848,11089,8796,8846,10822,10067,9377,9658,12042,11007,8353,9980,8410,10988,10362,9157,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,9999,11424,11688,9991,12092,10890,10731,10972,8528,9730,9122,11914,10850,8374,10825,10823,10901,9603,13057,10081,9660,12216,9738,9719,9020,10213,10252,8491,11090,11401,
,Demand is Off By:,2719,1020,837,1847,252,1201,2220,3103,2717,1823,2669,603,2742,3325,2932,1446,1136,1792,665,2736,3767,0,2364,1947,2211,2934,2201,2682,1431,1354,


,Solution capacity total,12547,11247,11670,11689,13008,9660,10558,11983,8536,10986,10027,11549,8895,9091,11231,10371,11692,13382,10950,10541,10142,10776,12957,11431,7809,10060,11344,9992,10773,12208,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,12743,11332,10045,11523,9501,12068,12287,12704,9465,12041,8588,8661,11043,8268,12894,10545,13148,11147,14444,7877,12190,9125,8112,8496,9976,12113,9827,12334,11570,11141,
,Demand is Off By:,0,1112,2480,315,2843,23,664,1371,1780,0,3203,3856,2549,3431,863,1724,0,248,0,4940,1237,2971,3990,3170,1255,1034,2626,0,951,1614,


,Solution capacity total,11269,9996,11622,10673,12722,10193,10704,8779,10895,11422,10808,9977,10309,9762,10634,10101,11395,11499,9035,11854,9105,10257,12321,11342,9645,10258,10253,11620,10375,11572,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11287,13302,9970,10980,11107,11580,11800,12644,9044,9375,9794,12871,12268,11549,11265,10028,11756,10808,12449,10454,12358,10818,12116,10815,11241,10961,13460,9316,11478,11767,
,Demand is Off By:,1431,0,2555,858,1237,511,1151,1431,2201,2178,1997,0,1324,150,2492,2241,281,587,1273,2363,1069,1278,0,851,0,2186,0,1857,1043,988,


,Solution capacity total,12057,10095,10887,12256,12915,8890,8418,9844,11377,10435,11052,12925,11546,9232,10477,11851,10586,12299,9581,10806,10214,9689,10205,10086,9575,9896,10497,12458,11896,11961,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10259,12169,10388,10972,11462,10776,10718,12514,8349,10862,10458,11652,13234,7159,10488,10903,12658,11315,11263,10400,12211,11780,12991,10088,11395,11502,12095,10443,10949,10307,
,Demand is Off By:,2459,275,2137,866,882,1315,2233,1561,2896,691,1333,865,358,4540,3269,1366,0,80,2459,2417,1216,316,0,1578,0,1645,358,730,1572,2448,


,Solution capacity total,11115,11169,11695,9260,12337,9455,10706,11501,11146,13422,9234,11912,12758,9059,11304,9587,11065,11535,8809,8830,9598,12542,10266,10705,10100,11591,10842,9653,11717,10010,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11511,10422,11120,13386,10279,9722,10474,13822,10712,8376,12060,10754,12232,7785,12060,10740,10527,10666,13750,10227,12298,10578,11856,11187,11560,11972,9179,10456,11700,11429,
,Demand is Off By:,1207,2022,1405,0,2065,2369,2477,253,533,3177,0,1763,1360,3914,1697,1529,1510,729,0,2590,1129,1518,246,479,0,1175,3274,717,821,1326,


,Solution capacity total,10012,10215,9681,9525,13395,12018,10171,11814,11795,12040,8446,11049,11599,8849,9304,9994,11374,12671,9369,9312,9922,11210,11222,11270,9434,10639,9081,11543,10586,9186,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11425,10048,9430,10698,12308,8589,12677,11678,11597,10403,10053,10368,13827,9199,12393,10229,8717,9868,10269,11085,9449,11170,11413,11366,10249,10527,9925,9547,11876,13068,
,Demand is Off By:,1293,2396,3095,1140,36,3502,274,2397,0,1150,1738,2149,0,2500,1364,2040,3320,1527,3453,1732,3978,926,689,300,982,2620,2528,1626,645,0,


,Solution capacity total,12845,11401,9719,9996,12421,11041,10372,11321,12913,12045,7852,9922,11830,10637,12793,8634,10009,10882,11335,8346,11038,10011,11828,11547,8142,10206,9233,12495,11146,10778,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,10036,10026,12140,11296,10640,10683,9335,12726,10943,8526,11358,12485,14509,10008,11761,10785,8897,10814,12652,12864,12083,11785,12188,10757,11714,12062,9207,8756,12293,12339,
,Demand is Off By:,2682,2418,385,542,1704,1408,3616,1349,302,3027,433,32,0,1691,1996,1484,3140,581,1070,0,1344,311,0,909,0,1085,3246,2417,228,416,


,Solution capacity total,10712,8873,9430,11841,11059,10011,9336,11291,12415,11250,7930,11672,12653,9327,9983,10472,9320,11269,9693,9969,10305,10509,9824,13024,7122,9813,9457,10566,9603,10537,
,Capacity is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solution Demand Total,11036,12439,11270,9445,12255,9671,12066,11083,9693,9352,9099,11457,10155,11990,11576,9129,9959,10597,11995,10136,10811,11194,10519,9975,9848,9792,12326,8520,10029,9906,
