Name,Obj Fn,Runtime,MIPGAP
B1C6_0
Demand,25182,23907,24305,22970,23008,22087,23658,27040,22265,20891,21977,22865,26111,23397,24879,22186,21769,20605,25577,23889,26056,24192,21884,23333,22462,24504,22519,20409,25043,25253,
B8C6_0
Capacity,26260,27025,25353,20423,21801,27803,25571,25057,23284,24242,23950,25767,27937,24260,28375,24405,24963,24938,25390,26130,22794,27212,22649,25417,22954,25662,24486,24032,24052,25164,
Demand,25437,24889,25050,23675,24688,24182,25902,28151,22490,23106,23582,25034,27184,23397,27515,24537,24075,22789,27444,25634,26855,24192,24204,23333,22462,26294,24906,22346,25043,25509,
B8C6_1
Capacity,26260,27025,25606,20627,22019,27803,25571,25307,23516,24242,24189,26024,27937,24260,28658,24649,25212,24938,25390,26391,22794,27484,22875,25671,22954,25918,24486,24032,24052,25415,
Demand,25437,24640,25050,23675,24441,23940,25642,28151,22265,22874,23346,25034,26912,23397,27239,24291,23834,22561,27444,25634,26855,23950,23961,23333,22462,26294,24656,22122,25043,25253,
B8C6_2
Capacity,26260,27025,26120,21041,22461,27803,25571,25815,23751,24242,24674,26546,28216,24502,29233,25143,25464,25187,25390,26920,22794,28035,23334,26186,23183,26438,24486,24272,24052,25925,
Demand,25437,24393,25050,23675,23954,23700,25131,28151,21821,22418,22880,25034,26375,23397,26696,23807,23359,22111,27444,25634,26855,23710,23483,23333,22462,26294,24409,21681,25043,24750,
B8C6_3
Capacity,26260,27025,26910,21677,23140,27803,25826,26596,24227,24242,25420,27079,28782,24747,30118,25647,25975,25692,25390,27734,22794,28598,24040,26711,23648,27238,24486,24759,24052,26445,
Demand,25437,24149,25050,23675,23476,23463,24630,28151,21171,21751,22199,24783,25849,23397,26164,23098,22664,21453,27444,25634,26855,23472,22784,23333,22462,26294,24164,21036,25043,24013,
B8C6_4
Capacity,26260,27295,28001,22555,24078,27803,26344,27400,24960,24242,26189,27622,29359,24994,31340,26162,26496,26469,25390,28573,22794,29171,25014,27247,24363,28062,24730,25508,24052,26976,
Demand,25437,23907,25050,23675,23008,23228,24139,28151,20541,20891,21539,24289,25334,23397,25642,22186,21769,20605,27444,25634,26855,23237,22106,23333,22462,26031,23682,20409,25043,23298,
B9C6_0
Capacity,24481,24255,25826,24004,23210,27328,21706,23524,26825,25551,26319,26549,25719,23092,25936,25803,25141,24033,24446,23621,24153,23321,26653,27508,24806,24083,25659,25899,24700,22582,
Demand,25437,24889,25050,23675,24688,24182,25902,28151,22490,23106,23582,25034,27184,23397,27515,24537,24075,22789,27444,25634,26855,24192,24204,23333,22462,26294,24906,22346,25043,25509,
B9C6_1
Capacity,24725,24255,26084,24004,23210,27601,21706,23759,26825,25551,26582,26549,25976,23322,26195,26061,25392,24033,24690,23857,24394,23321,26653,27783,25054,24083,25915,26157,24947,22807,
Demand,25182,24889,25050,23675,24688,23940,25642,28151,22490,22874,23346,25034,26912,23397,27239,24291,23834,22561,27444,25377,26586,24192,24204,23333,22237,26031,24656,22122,25043,25253,
B9C6_2
Capacity,25221,24255,26607,24244,23210,27877,21706,24235,27093,25551,27115,26549,26497,23790,26720,26584,25645,24033,25185,24335,24637,23321,26653,28340,25304,24083,26435,26682,25196,23035,
Demand,24680,24889,25050,23438,24441,23463,25131,28151,22490,22418,22880,25034,26375,23397,26696,23807,23359,22111,27444,25123,26320,24192,23961,23333,22014,25512,24409,21681,25043,24750,
B9C6_3
Capacity,25727,24497,27412,24730,23442,28155,21706,24968,27636,25551,27659,26549,27298,24509,27528,27388,25901,24273,25946,25071,24883,23321,26653,29198,25557,24083,27234,27217,25447,23265,
Demand,24188,24889,25050,23203,24196,22765,24383,28151,22490,21751,22199,25034,25590,23397,26164,23098,22664,21453,27444,24871,26056,24192,23483,23333,21575,25003,24164,21036,25043,24256,
B9C6_4
Capacity,26243,24988,28523,25478,23912,28436,21706,25980,28472,25551,28214,26549,28123,25503,28644,28498,26160,24760,26998,25829,25131,23321,26653,30380,25812,24083,28058,27763,25701,23497,
Demand,23706,24889,25050,22970,23954,22087,23658,28151,22265,20891,21539,25034,24829,23397,25642,22186,21769,20605,27444,24622,25795,24192,22784,23333,21145,24504,23922,20204,25043,23772,
B10C6_0
Capacity,23475,23387,24793,24331,24247,22505,26171,26170,24521,22906,25449,22307,26822,27818,25032,24117,23903,24550,25312,25049,25539,24006,26562,24166,23843,22290,24774,24281,23845,27023,
Demand,25437,24889,25050,23675,24688,24182,25902,28151,22490,23106,23582,25034,27184,23397,27515,24537,24075,22789,27444,25634,26855,24192,24204,23333,22462,26294,24906,22346,25043,25509,
B10C6_1
Capacity,23709,23620,24793,24574,24489,22505,26432,26431,24766,22906,25703,22307,26822,28096,25282,24117,24142,24795,25312,25299,25794,24006,26562,24166,23843,22512,25021,24523,24083,27293,
Demand,25437,24889,25050,23675,24441,23940,25642,28151,22265,22874,23582,24783,26912,23397,27239,24291,23834,22561,27444,25377,26855,24192,23961,23333,22462,26294,24656,22122,25043,25509,
B10C6_2
Capacity,24185,24094,24793,25067,24980,22730,26962,26961,25263,22906,26219,22307,26822,28659,25789,24117,24626,25292,25312,25551,26311,24006,26562,24166,23843,22964,25523,25015,24566,27840,
Demand,25437,24889,25050,23675,23954,23463,25385,28151,21821,22418,23582,24289,26375,23397,26696,23807,23359,22111,27444,24871,26855,24192,23483,23333,22462,26294,24164,21681,25043,25253,
B10C6_3
Capacity,24670,24822,24793,25825,25481,23186,27778,27777,25770,23135,27012,22307,26822,29526,26306,24117,25371,25799,25565,25806,26839,24006,26562,24166,23843,23658,26035,25517,25309,28682,
Demand,25437,24640,25050,23675,23241,22995,25131,28151,21385,21751,23582,23805,25590,23397,25902,23098,22664,21453,27444,24375,26855,24192,22784,23333,22237,26031,23445,21036,25043,25000,
B10C6_4
Capacity,25165,25828,24793,26606,25992,23887,28904,28617,26549,23366,27829,22307,26822,30420,26834,24358,26399,26316,26078,26064,27378,24246,26562,24166,23843,24616,26557,26029,26075,29549,
Demand,25437,24149,25050,23675,22549,22311,24879,27869,20959,20891,23346,23330,24580,23397,25131,22411,21989,20605,27444,23889,26855,24192,21884,23333,22014,25512,22747,20204,25043,24502,
B11C6_0
Capacity,40613,37475,33926,37976,34193,41642,37673,34387,39195,38110,37936,36560,39274,38705,39692,40109,33068,35490,38657,37298,37937,36071,39638,39339,38092,35900,39324,42050,38045,34484,
Demand,38155,37333,37575,35513,37032,36273,38853,42226,33735,34658,35372,37551,40776,35096,41272,36806,36112,34184,41166,38450,40282,36288,36305,34999,33693,39440,37359,33518,37564,38264,
B11C6_1
Capacity,40613,37849,34265,38355,34193,41642,37673,34730,39195,38110,38315,36925,39666,39092,40088,40510,33398,35490,39043,37298,38316,36071,40034,39732,38472,35900,39324,42470,38425,34828,
Demand,37773,36959,37199,35513,37032,35910,38464,42226,33397,34311,35372,37175,40368,35096,40859,36437,35750,33842,41166,38065,40282,35925,35941,34999,33693,39440,36985,33182,37564,37881,
B11C6_2
Capacity,41019,38227,34953,39125,34193,41642,37673,35077,39195,38110,39084,37294,40462,39876,40892,40915,34068,35490,39433,37670,39085,36071,40838,40530,39244,35900,39324,43322,39197,35527,
Demand,37395,36589,36458,35513,37032,35194,38079,42226,32732,33627,35372,36803,39564,35096,40045,35711,35038,33167,41166,37307,40282,35565,35225,34999,33693,39440,36248,32521,37564,37126,
B11C6_3
Capacity,41429,38609,36011,39911,34193,42058,37673,35427,39586,38491,40266,37666,41274,41082,41713,41324,35099,35844,39827,38426,39869,36071,41658,41344,40032,35900,39324,44633,40382,36602,
Demand,37021,36223,35732,35513,36661,34493,37321,41803,31758,32627,35018,36434,38776,35096,38854,34999,33996,32180,41166,36563,39879,35209,34177,34999,33356,39440,35170,31554,37564,36386,
B11C6_4
Capacity,41843,38995,37101,40713,34193,42478,37673,35781,40380,39263,41484,38042,42102,42748,42551,41737,36161,36564,40225,39198,40669,36071,42494,42174,40836,35900,39324,45984,42019,37710,
Demand,36650,35860,35020,35157,35931,33806,36211,40970,30504,31340,34667,36069,38004,35096,37699,34302,32985,31223,41166,35835,39085,34856,33161,34999,32691,39440,34124,30615,37188,35304,
B12C6_0
Capacity,39514,37249,38159,34886,34600,39350,41788,37037,38405,37244,36303,37445,39014,41045,37375,36584,37454,36157,38254,40175,39776,37833,37752,38181,38937,36164,37537,40946,41831,39148,
Demand,38155,37333,37575,35513,37032,36273,38853,42226,33735,34658,35372,37551,40776,35096,41272,36806,36112,34184,41166,38450,40282,36288,36305,34999,33693,39440,37359,33518,37564,38264,
B12C6_1
Capacity,39514,37621,38540,35234,34600,39743,42205,37407,38789,37616,36303,37445,39404,41455,37748,36949,37828,36157,38636,40576,40173,37833,37752,38562,38937,36525,37912,41355,42249,39539,
Demand,37773,37333,37575,35513,36661,35910,38464,41803,33397,34311,35372,37551,40368,34745,40859,36437,35750,33842,41166,38065,40282,36288,35941,34999,33356,39440,36985,33182,37188,37881,
B12C6_2
Capacity,39514,38376,38925,35586,34600,40541,42627,38158,39567,38371,36303,37445,40195,42287,38506,37691,38588,36157,39022,41390,40979,38211,37752,39336,38937,37258,38291,42185,43097,39934,
Demand,37021,37333,37575,35513,35931,35194,38079,41384,32732,33627,35372,37551,39964,34397,40045,35711,35038,33167,41166,37684,39879,36288,35225,34999,32691,39440,36248,32521,36816,37126,
B12C6_3
Capacity,39514,39146,39314,36300,34600,41768,43053,39313,40361,39532,36303,37819,41411,43136,39279,38447,39755,36157,39412,42221,41801,38978,37752,40126,38937,38006,39059,43032,43962,40333,
Demand,36283,36959,37575,35157,35215,34493,37698,40970,31758,32627,35018,37551,39564,34053,39247,34649,34340,32180,40754,37307,39480,36288,34177,34999,31719,39440,35526,31873,36447,36022,
B12C6_4
Capacity,39909,39932,39707,37029,34600,43032,43483,40909,41171,41136,36303,38197,42665,44002,40067,39219,40958,36157,39806,43069,42641,40157,37752,40932,38937,38769,39843,43896,44845,40736,
Demand,35560,36223,37575,34805,34513,33806,37321,40560,30813,31340,34320,37175,39168,33712,38465,33618,33656,30910,40346,36933,39085,35925,33161,34999,30467,39440,34818,31238,36082,34950,
B13C6_0
Capacity,38695,37917,37974,36620,35243,35302,32101,35873,33561,34371,38819,33707,38654,39748,37925,36468,37345,37546,36086,34543,37289,38794,39023,40482,37374,36780,38540,35808,39619,32935,
Demand,38155,37333,37575,35513,37032,36273,38853,42226,33735,34658,35372,37551,40776,35096,41272,36806,36112,34184,41166,38450,40282,36288,36305,34999,33693,39440,37359,33518,37564,38264,
B13C6_1
Capacity,38695,37917,38353,36986,35595,35655,32422,36231,33896,34714,39207,34044,39040,40145,38304,36832,37718,37921,36446,34543,37289,39181,39413,40886,37747,37147,38540,36166,40015,32935,
Demand,37773,36959,37575,35513,37032,35910,38464,42226,33397,34311,35018,37175,40368,35096,40859,36437,36112,33842,41166,38065,39879,36288,36305,34999,33693,39045,36985,33182,37188,37881,
B13C6_2
Capacity,39081,37917,39123,37728,36309,36371,32746,36958,34576,35061,39994,34384,39824,40546,39073,37572,38475,38300,36810,34888,37289,39967,40205,41294,38124,37518,38540,36892,40415,32935,
Demand,37021,36589,37575,35513,37032,35550,37698,41803,33063,33627,34320,36434,39564,34745,40045,35711,36112,33167,41166,37684,39085,36288,35941,34999,33693,38267,36615,32521,36447,37126,
B13C6_3
Capacity,39865,37917,40308,38486,37408,37101,33073,38077,35270,35411,40796,34727,40624,40951,40255,38709,39639,39069,37178,35588,37289,41176,41013,41706,38505,37893,38540,38008,40819,32935,
Demand,36283,36223,37575,35157,36661,35194,36577,40970,32404,32627,33299,35708,38776,34053,38854,34999,36112,32180,41166,36933,38307,36288,35225,34999,33693,37129,36248,31554,35721,36022,
B13C6_4
Capacity,40665,37917,41529,39258,38925,37846,33403,39229,35978,35765,41615,35074,41440,41360,41473,39880,41247,39853,37549,36302,37289,42422,41837,42123,38890,38271,38540,39158,41227,32935,
Demand,35560,35860,37575,34456,36294,34842,35134,40154,31440,31340,32309,34996,38004,33374,37322,34302,35750,30910,41166,35835,37543,36288,34177,34649,33693,36025,35885,30615,35009,34950,
B14C6_0
Capacity,39641,39468,36631,38270,42660,37839,38831,35279,36903,37682,37019,41578,37379,34340,39134,33288,37256,35781,42764,39928,37727,36898,41519,37045,39621,38412,35045,38312,37763,35207,
Demand,38155,37333,37575,35513,37032,36273,38853,42226,33735,34658,35372,37551,40776,35096,41272,36806,36112,34184,41166,38450,40282,36288,36305,34999,33693,39440,37359,33518,37564,38264,
B14C6_1
Capacity,39641,39862,36997,38652,43086,37839,38831,35279,36903,37682,37019,41578,37752,34683,39134,33620,37256,35781,43191,40327,37727,37266,41519,37415,39621,38412,35395,38312,38140,35559,
Demand,37773,36959,37575,35513,36661,36273,38464,42226,33735,34311,35372,37175,40368,35096,40859,36437,35750,33842,41166,38065,39879,36288,35941,34999,33356,39440,37359,33182,37564,37881,
B14C6_2
Capacity,40037,40662,37739,39428,43951,37839,38831,35279,36903,37682,37019,41993,38510,35379,39134,34295,37628,35781,44058,41137,37727,38014,41519,37789,39621,38412,36105,38312,38906,36273,
Demand,37021,36223,37575,35513,36294,36273,37698,42226,33735,33627,35018,36803,39564,34745,40045,35711,35392,33167,41166,37307,39085,36288,35225,34999,33022,39045,36985,32521,37564,37126,
B14C6_3
Capacity,40841,41478,38497,40220,45281,37839,39219,35279,37272,37682,37019,42836,39283,36089,39134,35332,38384,35781,45391,41963,38104,38777,41519,38547,39621,38412,36830,38312,40083,37371,
Demand,36283,35145,37199,35513,35931,36273,36947,42226,33397,32627,34320,36069,38388,34053,38854,34999,35038,32180,41166,36563,38307,36288,34177,34999,32691,38267,36248,31873,37564,36386,
B14C6_4
Capacity,41661,42310,39269,41028,46651,38217,40007,35279,38020,37682,37019,43696,40071,36813,39134,36401,39154,35781,46765,42805,38869,39555,41519,39321,40017,38796,37569,38695,41295,38502,
Demand,35560,34100,36458,35513,35571,36273,36211,41803,32732,31657,33299,34996,37246,33040,37699,34302,34687,31223,41166,35835,37543,36288,32829,34999,32040,37129,35170,31238,37564,35661,
B15C6_0
